artist_name,soundcloud_url,soundcloud_user_id,genres,edm_match_terms,followers_count,track_count,country,city
Barry Can't Swim,https://soundcloud.com/barrycantswim?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,57718026,Electronic | Electronica,electronic | electronica,35991,47,,Edinburgh
Moon Boots,https://soundcloud.com/moonbootsmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,4851683,"Dance - Funky | Groove | Jackin' House | Electronic | Mix | Freestyle House | 80s Synth ""Latin Freestyle"" House ""Pool Party | Dance - House | Moon Boots"" ""Ride Away (Remixed)"" Anjunadeep",dance | electronic | house,123609,176,,Brooklyn
PAULY!,https://soundcloud.com/itspaulytime?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1315249179,"Dance | House | armand van helden"" ""french house"" flip remix ediit | nas ""deep house"" organ remix bootleg | Speed Garage | UKG House flip remix bootleg ""uk garage | UKG ""UK GARAGE"" dub flip remix supergroove ""sean paul | SUPERGROOVE ukg House flip Remix bootleg | SPEED GARAGE"" ""french house"" cassius remix flip dub | UKG "" Garage house bass remix bootleg | bingo players"" house flip remix ""bass house"" SUPERGROOVE ukg",bass | bass house | dance | deep house | garage | house | ukg,10043,11,Germany,Frankfurt am Main
APEX,https://soundcloud.com/apexmusicap?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,139987565,"Dance & EDM | House ""Dance & EDM"" Electronic | afters House ""Dance & EDM"" groove party vibe | House ""Dance & EDM"" ""Hip-hop & Rap"" Techno | Dance | House Techno ""Deep House"" ""Dance & EDM | House | house Remix Dance vibe fisher Summer | House cdj pioneer vibe Remix | Deep House | house ""deep house"" afterparty edm disco music techno deephouse techhouse electronicmusic dance djlife party dancemusic rave technomusic producer djs housemusiclovers ""Hip Hop"" progressivehouse love newmusic musicproducer ibiza djset club festival trance nightlife",club | dance | deep house | edm | electronic | house | tech house | techno | trance,78,22,United States,USA
LUUDE,https://soundcloud.com/luudeofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,73395403,Dance | Drum and bass,bass | dance | drum and bass,95866,42,Australia,Perth
Jonah Marais,https://soundcloud.com/jonah-marais-609499373?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1500829615,Dance & EDM | Dance. Workout. Run. Get ready. | Pop | uptempo gettingready workingout running club,club | dance | edm,72,3,,
Bad Friends,https://soundcloud.com/wearebadfriends?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,898513600,"Electronic | Dance | House | Dance & EDM | House dub ukg | Dubstep | Bass Electronic | UK Garage"" House Dance | Electronic House | Mix",bass | dance | dubstep | edm | electronic | garage | house | ukg,6873,41,Britain (UK),London
Supershy,https://soundcloud.com/supershy-music?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1095394060,Electronic | Dance,dance | electronic,2575,15,,
Aaron Hibell,https://soundcloud.com/aaronhibell?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,33472378,Dance | Trance | Cinematic Trance,dance | trance,116627,81,Britain (UK),
Bondax,https://soundcloud.com/bondax?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,105165,Electronic | Dance | NuDisco | Disco | Indie Dance | Nu-Disco,dance | electronic,5477211,102,,Lancaster/London
Darby,https://soundcloud.com/darbysounds?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,120528287,Dance & EDM | Dance,dance | edm,25708,45,Australia,Naarm / Melbourne
KhruangBin,https://soundcloud.com/khruangbin?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,3412071,Alternative,bass,62547,157,,"Houston, TX"
Cody Ko,https://soundcloud.com/stupidassbeats?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,370385447,"Dance | House | Dance & EDM | speed garage"" ""fetty wap"" ""trap queen"" ukg | ukg speedgarage ""soulja boy"" ""cody ko | ukg ""cody ko"" blackbear ""speed garage | ghost town djs"" kelland ""cody ko"" ""my boo"" ""running man",dance | edm | garage | house | trap | ukg,46215,35,,
Miles Away,https://soundcloud.com/thisismilesaway?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,148037903,"Pop | Dance | Dance & EDM | kpop ""demon "" hunters Remix dubstep melodic bass future jinu rumi golden | Electronic | House | Chill Out",bass | dance | dubstep | edm | electronic | house,7659,80,Canada,Vancouver
wuki,https://soundcloud.com/iamwuki?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1115062,Electronic | Dance | Indie Dance | Dance & EDM | Drum & Bass | Tech-House,bass | dance | edm | electronic | house,136344,92,United States,Los Angeles
33 BELOW,https://soundcloud.com/33below?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,291242679,Dance | Dance & EDM | Dance - Garage | Bassline | Grime | Electronic | Bass | UK Garage,bass | dance | edm | electronic | garage,17847,42,New Zealand,
Steve Angello,https://soundcloud.com/steveangello?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,118312,"House | Afro House | Melodic Techno | Dance | Big Room | Electronic | Bass House"" ""Tech House",afro house | bass | bass house | dance | electronic | house | tech house | techno,3383505,210,Sweden,Stockholm
salute,https://soundcloud.com/saluteaut?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,19012841,Electronic | Dance | Dance - House,dance | electronic | house,60925,153,,Manchester
GUDFELLA,https://soundcloud.com/gudfellaofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,131059075,House | Indie Dance | Dance,club | dance | house,28864,67,United States,Los Angeles
Volyri,https://soundcloud.com/volyrimusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,193328114,"Drum & Bass | Drum&bass Jungle dnb orchestral orchestra remix | Bass House | bass house"" remix | dnb drumandbass drum&bass | Drum&Bass dnb ""Drum & Bass"" Dakan barrengates ripkenny | Dance & EDM | Futurehouse remix basshouse futurehousemusic | Future House | Future house"" ""bass house | Future Garage | futuregarage garage remix swedishhousemafia ukgarage house melodic | futurehouse house basshouse mainstage monstercat rocketleague volyri dance | volyri futurehouse house basshouse futurehousemusic ncs onthewayrecords",bass | bass house | dance | dnb | edm | electronic | future house | garage | house | ukg,541,20,Brazil,
Ninajirachi,https://soundcloud.com/ninajirachi?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,43532940,Dubstep | girl EDM,bass | dubstep | edm,22847,108,Australia,
Jamie xx,https://soundcloud.com/jamie-xx-official?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,208004712,Pop | Electronic,electronic,64803,69,,
Snavs,https://soundcloud.com/snavs?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2024037,"Dance & EDM | Nemisis | Snavs shndo ""Foe Or Friend"" ""hanna ögonsten | Snavs ""Hold On | Snavs ""Want Me Back"" ""Karl Boëthius | Pop ""Dance Pop | La Guitarra"" ""Loca People"" Snavs Tyraz ""Sak Noel | Snavs ""Miss You"" Wendy EP",dance | edm,103519,126,,
Lindsey Lomis,https://soundcloud.com/lindsey-lomis?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,275852599,Pop | Holiday,bass,497,21,United States,Los Angeles
Lawrence,https://soundcloud.com/lawrencetheband?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,103888378,Pop | Soul,bass | house,3612,90,,"New York, NY"
FISHER,https://soundcloud.com/fish-tales?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,289944,"Dance & EDM | Pop House | Tech House | Dance & EDM"" House | House | Tech House"" Edm | Dance | Electronic | Pop | Techno EDM ""Rock | Pop internationale",dance | edm | electronic | house | tech house | techno,329671,23,,Sydney/Los Angeles
Goose,https://soundcloud.com/goosetheband?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,6730014,Rock | Indie | Electronic | Indie Rock,bass | electronic,3227,300,United States,Norwalk
jend,https://soundcloud.com/jendbeats?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,224119482,House,house,4350,87,Austria,Vienna
Rules,https://soundcloud.com/thisisrules?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,651516756,Electronic | Dance | R & B | Deep House | deep chill house | house deephouse chill disco chillhouse edit remix,dance | deep house | electronic | house,14308,45,Britain (UK),London
iamfoxes,https://soundcloud.com/iamfoxes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1634169,Pop | Electronic,electronic,37815,100,,London
ellis,https://soundcloud.com/ellisofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,118785162,"Disco | bruno mars"" ellis Remix ""french house"" ""funky house"" Disco | Electronic | justin bieber"" daisies remix ellis nostalgia edm house | UKG | UKG ""french touch"" ""uk garage"" remix plaqueboymax skepta house | House | House ibiza ""so many times | Dance & EDM | ellis set ""red rocks"" electrofunk edm ""Alternative Rock | sunflower ""post malone"" remix ellis | electrofunk justice ""ellis edit"" Remix | ellis electrofunk ""dua lipa"" remix",bass | dance | edm | electronic | garage | house | ukg,24923,52,,
MUNA,https://soundcloud.com/whereismuna?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,65187978,Alternative,dance,7196,85,,Los Angeles
Forester,https://soundcloud.com/forester-family?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,593934651,Dance | Singer-Songwriter | Indie Pop,dance,5867,87,,California
New Rules,https://soundcloud.com/newrulesband?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,487161414,Alternative | Dance | Pop | Holiday,dance,2601,43,,
ryscu,https://soundcloud.com/ryscu?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,156064547,"Dance & EDM | melodic garage house | uk garage"" melodic house | House melodic | uk garage"" house melodic | breakbeat ryscu | RYSCU | Trap Bass ""doja cat"" ""boss bitch"" ryscu | melodic bass"" ryscu ""sadie jean"" locksmith sadboi pop",bass | dance | edm | garage | house | melodic house | trap,821,26,,naarm/melbourne
Fred again..,https://soundcloud.com/fredagain?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,637643742,Electronic | Dance,dance | electronic,652250,175,,
DABIN,https://soundcloud.com/dabinlee?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,2619677,"Dance & EDM | Melodic Bass"" ""Future Bass"" Remix Edit Bootleg Festival Rose ""Bruno Mars"" APT KPOP | Melodic Bass"" ""Future Bass"" Remix Edit Bootleg Festival XG Trap KPOP JPOP | Melodic Bass"" ""Future Bass"" ""Dance Pop"" ""Indie Dance"" Electronic Trap Dubstep House ""Alternative Rock"" ""indie rock"" dubstep midtempo | Melodic Bass"" ""Future Bass"" ""Dance Pop"" ""Indie Dance"" Electronic House",bass | dance | dubstep | edm | electronic | house | trap,77469,68,Canada,Toronto
Gesaffelstein,https://soundcloud.com/gesaffelstein?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,48421338,Electronic,electronic,261644,112,France,Paris
informal.,https://soundcloud.com/musicofinformal?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,179439404,Dance | House | Electronic,dance | electronic | house,3623,60,,Los Angeles
SG Lewis,https://soundcloud.com/sglewis?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,14172264,Dance,dance,84756,111,,London
izumi,https://soundcloud.com/izumikoemi?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1008931840,"i "" was bullied relentlessly | jazzbounce | ariana grande westside flip china | convertible on the glock | bounce happy yippee izumi loves everyone :D | swag parking lots | bounce | Dance music woohoo krump | Jazz & Blues",dance,3608,20,,San Francisco
AVA MAX,https://soundcloud.com/avamax?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,90023787,Pop,dance,137019,147,,
demotapes,https://soundcloud.com/itsdemotapes?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1708673,Dance & EDM,dance | edm,5580,51,United States,San Francisco
Bingo Players,https://soundcloud.com/bingoplayers?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1716289,Dance | House,dance | house,329343,502,Netherlands,
Dezko,https://soundcloud.com/dezko-official?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1004280976,Latin | Electronica,electronic | electronica,5953,28,Colombia,
Becky Hill Official,https://soundcloud.com/becky-hill-official?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,19483220,Dance | House,dance | house,65337,203,,London
Empire Of The Sun,https://soundcloud.com/empireofthesunsound?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,39501170,Electronic | Dance,dance | electronic | electronica,353382,170,Australia,Perth
Beach house,https://soundcloud.com/beachhouse?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,33580481,Alternative,house,105185,200,United States,Baltimore
Astels,https://soundcloud.com/astelstheduo?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,1225045555,"Pop | Pop ""R&B et soul"" House ""Jazz et blues",electronic | house,690,42,France,
This Never Happened,https://soundcloud.com/thisneverhappenedlabel?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,16059310,Electronic | Dance | Electro Pop | Dance Pop | Melodic House & Techno,dance | electronic | house | melodic house | techno,239815,1229,,
Chinatown Slalom,https://soundcloud.com/chinatownslalom?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,465831096,"Pop | Pop dance ""Hip Hop | dance Electronic | Hip Hop"" Pop Rap | Electronic | Dance Experimental Pop | Electronic Dance inabox | Dance & EDM | dance Electronic Pop",dance | edm | electronic,389,37,,
John Summit,https://soundcloud.com/johnsummit?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,173854108,"tech house"" ""house music"" ""deep house"" ultra miami ""miami music week"" festival ""dj set",deep house | house | tech house,258232,159,United States,Chicago
AVAION,https://soundcloud.com/avaionofficial?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,50674831,"Drum & Bass | Dance & EDM | Techno | House | kobosil "" klangkünstler schranz ""hard techno"" techno underground | dnb ""Drum & Bass | Set Live edm | Trap | YX",bass | dance | dnb | edm | house | techno | trap,13507,16,,
BUNT.,https://soundcloud.com/buntmusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,90730831,Dance | Electronic | Electronic Pop | stutter house,dance | electronic | house,80291,99,,
Friendly Fires,https://soundcloud.com/friendly-fires-official?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,203411754,Dance | Electronic,dance | electronic,1861,89,,
Jake Neumar,https://soundcloud.com/jake-neumar?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,7267162,"Dance | Electronica | Acoustic | Chillout Chill ""Acoustic Pop",dance | electronic | electronica,41,3,United States,
pluko,https://soundcloud.com/plukomusic?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,134130878,Electronic | Dance & EDM,dance | edm | electronic,65630,120,,
Bishu,https://soundcloud.com/welcome2bishu?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,7131784,BASSPOP | Dance & EDM | Dance | Pop | Dance Pop,bass | dance | edm,47703,63,,
Duskus,https://soundcloud.com/duskus?utm_medium=api&utm_campaign=social_sharing&utm_source=id_319429,37140970,Electronic | healers House Dance ukdance SCFirst | healers house dance ukdance SCFirst | healers electronic dance SCFirst | Hyperpop | House,dance | electronic | house,47955,35,,London
